0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0.99994,0.99986,0.99976,0.99982,0.99976,0.99907,0.99806,0.99752,0.99767
0,0,2,1,0.99997,0.99996,0.99999,0.99998,0.99977,0.99944,0.99935,0.99989,0.99964
0,0,3,1,0.99997,0.99996,0.99999,0.99999,0.99977,0.99945,0.99938,0.99992,0.99982
0,0,4,1,0.99997,0.99996,1,0.99999,0.99978,0.99949,0.9994,0.99995,0.99992
0,0,5,1,0.99997,0.99996,1,1,0.99978,0.9995,0.99941,0.99995,0.99995
0,1,3,1,0.99997,0.99996,1,1,0.99986,0.99954,0.99944,0.99997,0.99997
0,2,3,1,0.99997,0.99996,1,1,0.99989,0.99956,0.99949,0.99997,0.99998
0,3,3,1,0.99997,0.99997,1,1,0.99993,0.99956,0.9995,0.99997,0.99998
0,4,3,1,0.99997,0.99997,1,1,0.99994,0.99956,0.9995,0.99998,0.99998
0,5,3,1,0.99997,0.99997,1,1,0.99995,0.99956,0.99951,0.99998,0.99998
0,6,3,1,0.99998,0.99997,1,1,0.99995,0.99956,0.99952,0.99998,0.99998
0,7,3,1,0.99998,0.99997,1,1,0.99995,0.99957,0.99952,0.99998,0.99999
